alnpos	freqnongap	info(bits)	ref_nt	info_rolling	freqnongap_rolling
453	1.0	0.7270944	453	1.604900057142857	0.9555555552380952
454	1.0	1.64664066	454	1.5729890461904763	0.9555555552380952
455	1.0	1.30015716	455	1.5898156814285715	0.9555555552380952
456	1.0	2.0	456	1.572989046190476	0.9555555552380952
457	1.0	1.43349049	457	1.56663984	0.9555555552380952
458	0.93333333	1.40832722	458	1.5834664752380954	0.9555555552380952
459	1.0	2.0	459	1.580943542857143	0.9968253966666667
460	1.0	2.0	460	1.5388825238095238	0.9968253966666667
461	1.0	1.43349049	461	1.5388825238095238	0.9968253966666667
462	1.0	2.0	462	1.488740543809524	0.9968253966666667
463	1.0	1.30015716	463	1.4722413295238095	0.9968253966666667
464	1.0	0.76335926	464	1.5160292466666665	0.9968253966666667
465	1.0	2.0	465	1.532855881904762	0.9968253966666667
466	1.0	1.64664066	466	1.5661817314285713	0.9968253966666667
467	1.0	1.30015716	467	1.5352282828571429	0.968253968095238
468	1.0	2.0	468	1.527827398095238	0.9365079361904762
469	1.0	0.94701842	469	1.4947312128571428	0.9396825395238095
470	1.0	0.76335926	470	1.4947312128571428	0.9396825395238095
471	1.0	2.0	471	1.4779045776190476	0.9396825395238095
472	1.0	0.94701842	472	1.504881220952381	0.9396825395238095
473	1.0	1.30015716	473	1.4880545857142857	0.9396825395238095
474	1.0	1.64664066	474	1.4776520623809524	0.9396825395238095
475	1.0	2.0	475	1.5365397166666668	0.9396825395238095
476	1.0	2.0	476	1.5095630733333334	0.9396825395238095
477	0.4	1.34997758	477	1.5095630733333334	0.9396825395238095
478	0.33333333	1.27807191	478	1.542888922857143	0.9396825395238095
479	1.0	0.71330733	479	1.5260622876190475	0.9396825395238095
480	1.0	2.0	480	1.5593776323809525	0.9396825395238095
481	1.0	1.64664066	481	1.6014386514285714	0.9396825395238095
482	1.0	2.0	482	1.5359491576190476	0.9396825395238095
483	1.0	1.64664066	483	1.5429679347619047	0.9396825395238095
484	1.0	1.08170417	484	1.5261518042857143	0.9396825395238095
485	1.0	2.0	485	1.4877908904761905	0.9396825395238095
486	1.0	1.43349049	486	1.4446676876190476	0.9396825395238095
487	1.0	1.64664066	487	1.411341838095238	0.9396825395238095
488	1.0	2.0	488	1.3871077376190477	0.9682539680952382
489	1.0	1.64664066	489	1.4214852657142858	1.0
490	1.0	1.64664066	490	1.46592971	1.0
491	1.0	1.64664066	491	1.46592971	1.0
492	1.0	0.62472063	492	1.4827563452380954	1.0
493	1.0	1.09441274	493	1.4659297100000002	1.0
494	1.0	0.94701842	494	1.4557797019047618	1.0
495	1.0	0.84106147	495	1.455779701904762	1.0
496	1.0	1.09441274	496	1.455779701904762	1.0
497	1.0	1.30015716	497	1.44291631	1.0
498	1.0	0.84106147	498	1.4166197423809526	1.0
499	1.0	2.0	499	1.399793107142857	1.0
500	1.0	1.64664066	500	1.3671473328571428	1.0
501	1.0	2.0	501	1.3408507652380952	1.0
502	1.0	2.0	502	1.3232998723809526	1.0
503	1.0	1.64664066	503	1.3489493309523812	1.0
504	1.0	1.43349049	504	1.3314579814285714	1.0
505	1.0	1.08170417	505	1.335364219047619	1.0
506	1.0	2.0	506	1.373725132857143	1.0
507	1.0	1.16335926	507	1.3835224861904762	1.0
508	1.0	1.09441274	508	1.3824708076190477	1.0
509	1.0	1.64664066	509	1.4043325071428572	1.0
510	1.0	0.9610794	510	1.387505871904762	1.0
511	1.0	1.09441274	511	1.3500412842857143	0.9936507938095238
512	1.0	1.27807191	512	1.3156637561904763	0.9936507938095238
513	1.0	1.16335926	513	1.2725405533333334	0.9936507938095238
514	1.0	0.7270944	514	1.2893671885714286	0.9936507938095238
515	1.0	1.02904941	515	1.2995171966666668	0.9936507938095238
516	1.0	1.64664066	516	1.3001223666666666	0.9936507938095238
517	1.0	1.30015716	517	1.2602823314285714	0.9936507938095238
518	1.0	1.27807191	518	1.3001223666666666	0.9904761904761905
519	1.0	1.30015716	519	1.3255678395238095	0.9873015871428572
520	1.0	1.64664066	520	1.342394474761905	0.9841269838095238
521	0.86666667	0.85988432	521	1.36369199	0.9809523804761905
522	1.0	1.27807191	522	1.3591961452380954	0.9460317457142857
523	1.0	1.09441274	523	1.353733638095238	0.9460317457142857
524	1.0	2.0	524	1.376747038095238	0.9460317457142857
525	1.0	1.64664066	525	1.3787444685714287	0.9460317457142857
526	1.0	1.09441274	526	1.4081535757142858	0.9460317457142857
527	1.0	1.16335926	527	1.3980035676190476	0.9460317457142857
528	0.93333333	2.0	528	1.414502781904762	0.9460317457142857
529	0.93333333	1.62876767	529	1.4320536747619048	0.9460317457142857
530	0.93333333	2.0	530	1.3987327990476193	0.9460317457142857
531	0.93333333	1.40832722	531	1.3724362314285714	0.9460317457142857
532	0.26666667	1.0	532	1.3923499261904762	0.9523809519047619
533	1.0	1.16335926	533	1.409900819047619	0.9523809519047619
534	1.0	1.64664066	534	1.4260473785714285	0.9523809519047619
535	1.0	0.76904044	535	1.4260473785714285	0.9523809519047619
536	1.0	1.64664066	536	1.442874013809524	0.9523809519047619
537	1.0	1.43349049	537	1.4516196885714285	0.9523809519047619
538	1.0	1.64664066	538	1.4737819938095238	0.9492063485714285
539	1.0	1.64664066	539	1.4737819938095238	0.9492063485714285
540	1.0	0.60041877	540	1.4737819938095238	0.9492063485714285
541	1.0	1.09441274	541	1.4388043785714284	0.9492063485714285
542	1.0	1.27807191	542	1.4472737085714285	0.9428571423809524
543	1.0	1.64664066	543	1.4560027995238096	0.9682539676190475
544	1.0	1.43349049	544	1.452114461904762	0.9492063485714285
545	1.0	2.0	545	1.4689410971428571	0.9365079357142857
546	1.0	2.0	546	1.527558219047619	0.9238095228571429
547	1.0	1.27807191	547	1.4996093323809523	0.9206349195238095
548	0.93333333	1.62876767	548	1.5089082457142857	0.9174603161904762
549	0.93333333	2.0	549	1.4907572657142858	0.9142857128571429
550	0.93333333	1.62876767	550	1.4346972823809525	0.9111111095238096
551	0.93333333	1.26547008	551	1.4845173723809524	0.9111111095238096
552	0.8	1.58618315	552	1.51081394	0.9111111095238096
553	0.8	1.18331091	553	1.5283648328571426	0.9111111095238096
554	0.6	1.08170417	554	1.5283648328571426	0.9111111095238096
555	0.73333333	2.0	555	1.515501440952381	0.9111111095238096
556	0.73333333	2.0	556	1.4986748057142858	0.9111111095238096
557	0.93333333	1.05971404	557	1.4642972776190477	0.9111111095238096
558	0.93333333	1.62876767	558	1.465348956190476	0.9111111095238096
559	0.93333333	1.26547008	559	1.4473316738095239	0.9111111095238096
560	0.93333333	0.46938101	560	1.385822530952381	0.9111111095238096
561	1.0	1.64664066	561	1.3866736257142858	0.9142857128571429
562	1.0	1.64664066	562	1.404824605714286	0.9174603161904762
563	1.0	1.64664066	563	1.407703534761905	0.9269841257142857
564	1.0	1.64664066	564	1.4289157614285715	0.933333331904762
565	1.0	1.16335926	565	1.4726441342857144	0.9492063476190477
566	1.0	1.64664066	566	1.4109376395238096	0.9587301571428571
567	1.0	1.27807191	567	1.3286806552380952	0.9682539666666666
568	1.0	1.30015716	568	1.3557784471428573	0.9682539666666666
569	0.93333333	1.25040474	569	1.3283907990476191	0.9682539666666666
570	0.93333333	0.708308	570	1.2909093361904762	0.9682539666666666
571	1.0	1.64664066	571	1.3067427442857142	0.9682539666666666
572	1.0	1.64664066	572	1.3067427442857142	0.9682539666666666
573	1.0	1.64664066	573	1.3235693795238095	0.9650793633333333
574	0.93333333	1.62876767	574	1.296667641904762	0.9650793633333333
575	0.93333333	2.0	575	1.296667641904762	0.9650793633333333
576	0.93333333	0.70416361	576	1.3365076771428572	0.9650793633333333
577	0.93333333	0.27260333	577	1.3365076771428572	0.9650793633333333
578	0.93333333	1.62876767	578	1.343908561904762	0.9650793633333333
579	0.93333333	1.05362706	579	1.3428568833333334	0.9650793633333333
580	0.93333333	0.47835936	580	1.3617252604761905	0.9682539666666666
581	0.93333333	0.80188258	581	1.406407768095238	0.9714285699999999
582	1.0	1.64664066	582	1.4232344033333333	0.9714285699999999
583	0.93333333	2.0	583	1.3848734895238095	0.9714285699999999
584	1.0	1.08170417	584	1.4017001247619048	0.9714285699999999
585	1.0	1.64664066	585	1.3924012114285713	0.9746031733333334
586	1.0	2.0	586	1.3473358333333334	0.9746031733333334
587	1.0	1.64664066	587	1.391364598095238	0.9746031733333334
588	1.0	1.43349049	588	1.4559438523809523	0.9746031733333334
589	1.0	1.27807191	589	1.4736215823809524	0.9777777766666667
590	1.0	1.64664066	590	1.4917103171428572	0.98095238
591	1.0	1.64664066	591	1.505029108095238	0.9841269833333334
592	1.0	2.0	592	1.5277047904761905	0.9873015866666667
593	1.0	0.84106147	593	1.5445314257142857	0.9873015866666667
594	1.0	2.0	594	1.5445314257142857	0.99047619
595	1.0	1.43349049	595	1.5882597985714284	0.99047619
596	0.93333333	1.05362706	596	1.6050864338095239	0.99047619
597	0.93333333	1.62876767	597	1.5588506914285714	0.99047619
598	0.93333333	1.62876767	598	1.5306119485714287	0.9873015866666667
599	1.0	2.0	599	1.5226109766666667	0.9841269833333334
600	1.0	1.43349049	600	1.5401618695238095	0.9841269833333334
601	1.0	0.75805397	601	1.5138653019047619	0.9841269833333334
602	1.0	1.27807191	602	1.483225669047619	0.9841269833333334
603	1.0	2.0	603	1.433083689047619	0.9841269833333334
604	1.0	2.0	604	1.44080497	0.9841269833333334
605	1.0	2.0	605	1.406427441904762	0.9841269833333334
606	1.0	2.0	606	1.4165774500000001	0.9841269833333334
607	1.0	1.02904941	607	1.4185196252380952	0.9873015866666667
608	0.93333333	1.05362706	608	1.39635732	0.99047619
609	0.93333333	1.26547008	609	1.3677993076190478	0.9936507933333333
610	1.0	1.64664066	610	1.3089116533333334	0.9936507933333333
611	1.0	1.09441274	611	1.2896525542857142	0.9936507933333333
612	1.0	1.00320837	612	1.3229088204761905	0.9714285709523809
613	1.0	0.94701842	613	1.318654057142857	0.9619047614285714
614	1.0	1.00320837	614	1.2829590447619048	0.958730158095238
615	1.0	1.27807191	615	1.2652813147619046	0.9555555547619047
616	1.0	1.64664066	616	1.247603584761905	0.9523809514285714
617	1.0	1.09441274	617	1.1614512023809525	0.949206348095238
618	1.0	1.16335926	618	1.1626215666666666	0.9460317447619047
619	1.0	1.02904941	619	1.1386957238095239	0.9460317447619047
620	1.0	0.76335926	620	1.111971539047619	0.9428571419047619
621	1.0	1.02904941	621	1.0813319061904763	0.9428571419047619
622	0.53333333	1.45643556	622	1.0846150738095237	0.9428571419047619
623	0.8	1.18872188	623	1.0977038138095239	0.9428571419047619
624	0.93333333	1.25040474	624	1.1145199442857143	0.9428571419047619
625	0.93333333	1.62876767	625	1.1619862123809523	0.9428571419047619
626	0.93333333	1.62876767	626	1.1377466185714287	0.9428571419047619
627	0.93333333	0.19079997	627	1.0801538904761905	0.9428571419047619
628	0.93333333	1.05362706	628	1.1064504580952381	0.9428571419047619
629	0.93333333	0.55118436	629	1.112964643809524	0.9428571419047619
630	0.86666667	0.7042622	630	1.1097279766666666	0.9428571419047619
631	1.0	1.00320837	631	1.121149362857143	0.9428571419047619
632	1.0	1.16335926	632	1.1172431252380952	0.9428571419047619
633	1.0	1.27807191	633	1.1000039433333333	0.9650793642857144
634	1.0	1.30015716	634	1.1218095995238095	0.9746031738095239
635	1.0	2.0	635	1.1176645766666666	0.9777777771428572
636	1.0	0.76904044	636	1.1353423066666668	0.939682539047619
637	1.0	0.43719337	637	1.0928386476190475	0.939682539047619
638	1.0	1.64664066	638	1.0943087276190475	0.939682539047619
639	1.0	1.30015716	639	1.0519818319047618	0.939682539047619
640	1.0	0.9610794	640	1.1041464176190476	0.9428571423809524
641	1.0	1.00320837	641	1.1227250147619048	0.9492063485714285
642	1.0	0.94701842	642	1.1303512476190476	0.9492063485714285
643	1.0	1.09441274	643	1.1290903033333333	0.9238095233333332
644	1.0	1.64664066	644	1.1634678314285714	0.898412698095238
645	1.0	1.16335926	645	1.17090966	0.8761904757142857
646	0.13333333	2.0	646	1.1352146476190477	0.8730158723809522
647	0.93333333	0.73619083	647	1.1145699704761904	0.8698412690476189
648	0.93333333	0.22167165	648	1.1439239557142857	0.8666666657142856
649	0.93333333	0.16476225	649	1.1138349652380952	0.8634920623809522
650	1.0	1.64664066	650	1.1471608147619048	0.8634920623809522
651	1.0	1.09441274	651	1.1780025785714285	0.8571428561904761
652	1.0	1.16335926	652	1.1883569495238095	0.85079365
653	0.46666667	1.13687943	653	1.2090045395238096	0.8444444438095238
654	0.46666667	2.0	654	1.2049246823809523	0.8380952376190477
655	0.53333333	1.45643556	655	1.18493092	0.8317460314285713
656	0.93333333	1.25040474	656	1.2061403095238095	0.8253968252380952
657	0.93333333	0.33550222	657	1.187509663809524	0.8603174604761905
658	0.93333333	1.05362706	658	1.2108706552380955	0.8571428576190476
659	0.93333333	1.01477186	659	1.2481373647619047	0.8539682547619046
660	1.0	2.0	660	1.296639681904762	0.8476190485714286
661	0.86666667	1.60875644	661	1.2703431142857142	0.8476190485714286
662	0.86666667	1.22065016	662	1.2864896738095237	0.8476190485714286
663	0.86666667	1.38061781	663	1.326329709047619	0.8476190485714286
664	0.86666667	1.00873574	664	1.3404540452380953	0.8730158738095238
665	0.86666667	1.22677165	665	1.313477401904762	0.898412699047619
666	0.86666667	1.60875644	666	1.2918951547619049	0.9206349214285714
667	0.86666667	1.60875644	667	1.310763531904762	0.9238095247619048
668	0.86666667	1.22677165	668	1.3731986957142859	0.9269841280952381
669	0.86666667	1.00427255	669	1.3912874304761906	0.9301587314285714
670	0.8	1.18331091	670	1.4112264128571428	0.9333333347619048
671	1.0	1.09441274	671	1.36749804	0.9333333347619048
672	1.0	1.43349049	672	1.3398929433333333	0.9396825409523809
673	1.0	2.0	673	1.3332764676190476	0.9460317471428571
674	1.0	1.43349049	674	1.329445008095238	0.9523809533333333
675	1.0	1.43349049	675	1.3433222185714286	0.9587301595238096
676	1.0	1.00320837	676	1.363315980952381	0.9650793657142858
677	1.0	1.64664066	677	1.348620777142857	0.9714285719047618
678	1.0	1.64664066	678	1.3221860447619047	0.9746031747619047
679	1.0	1.43349049	679	1.3115401742857142	0.9809523809523808
680	1.0	1.43349049	680	1.3589557671428572	0.9873015871428572
681	1.0	1.08170417	681	1.3376643347619048	0.9936507933333333
682	1.0	1.02904941	682	1.3474616880952381	0.9936507933333333
683	1.0	1.08170417	683	1.3138237790476193	0.9936507933333333
684	1.0	1.30015716	684	1.2868471357142857	0.9936507933333333
685	1.0	1.30015716	685	1.2700954061904763	0.9841269838095238
686	1.0	1.64664066	686	1.2970720495238095	0.9428571423809524
687	1.0	1.30015716	687	1.29691927	0.9015873009523809
688	0.93333333	1.05362706	688	1.2706227023809524	0.901587300952381
689	1.0	1.00320837	689	1.2706227023809522	0.901587300952381
690	1.0	2.0	690	1.2632218176190475	0.901587300952381
691	0.93333333	0.73619083	691	1.290198460952381	0.901587300952381
692	1.0	1.30015716	692	1.3171001985714286	0.901587300952381
693	1.0	0.7270944	693	1.27640236	0.901587300952381
694	1.0	1.43349049	694	1.2726644647619048	0.901587300952381
695	0.8	1.08170417	695	1.246850027142857	0.901587300952381
696	0.13333333	2.0	696	1.2633492414285716	0.901587300952381
697	0.13333333	1.0	697	1.2457983485714286	0.901587300952381
698	1.0	1.09441274	698	1.262297562857143	0.901587300952381
699	1.0	1.64664066	699	1.2803862976190477	0.9047619042857142
700	1.0	1.27807191	700	1.2597824085714286	0.9047619042857142
701	1.0	2.0	701	1.2045948595238096	0.9047619042857142
702	1.0	1.64664066	702	1.2146342685714284	0.9079365076190478
703	1.0	0.1743948	703	1.231133482857143	0.9079365076190478
704	1.0	1.00320837	704	1.2584221857142857	0.9079365076190478
705	1.0	0.75805397	705	1.2247842766666668	0.9079365076190478
706	1.0	1.64664066	706	1.2351868	0.917460317142857
707	1.0	1.27807191	707	1.2082101566666668	0.9587301585714285
708	1.0	1.64664066	708	1.214728224761905	0.9968253966666668
709	1.0	1.43349049	709	1.2221564152380953	0.9936507933333333
710	1.0	0.5705267	710	1.1913640028571428	0.952380951904762
711	1.0	0.84106147	711	1.225741530952381	0.9079365076190475
712	1.0	0.94701842	712	1.225741530952381	0.8634920633333335
713	1.0	1.64664066	713	1.1949491185714287	0.8222222219047618
714	1.0	1.30015716	714	1.240651431904762	0.809523809047619
715	1.0	0.7270944	715	1.2611410566666668	0.809523809047619
716	1.0	1.30015716	716	1.285903815714286	0.809523809047619
717	1.0	1.43349049	717	1.233370224285714	0.809523809047619
718	0.93333333	1.13687943	718	1.1937187161904763	0.809523809047619
719	0.93333333	1.25040474	719	1.139468490952381	0.8063492057142857
720	0.13333333	1.0	720	1.1487674042857143	0.8031746023809523
721	0.06666667	2.0	721	1.1642991133333334	0.8031746023809523
722	0.06666667	2.0	722	1.192510019047619	0.8031746023809523
723	0.13333333	1.0	723	1.2258253638095238	0.8031746023809523
724	0.73333333	1.13414338	724	1.190113550952381	0.8031746023809523
725	1.0	1.43349049	725	1.196462757142857	0.8031746023809523
726	1.0	1.27807191	726	1.2402506742857144	0.8031746023809523
727	1.0	0.54343524	727	1.2465998804761906	0.8031746023809523
728	1.0	0.44539024	728	1.2273407814285715	0.8031746023809523
729	0.93333333	0.50738593	729	1.234064232857143	0.8063492057142857
730	0.93333333	1.62876767	730	1.2427826019047619	0.809523809047619
731	1.0	0.89669259	731	1.2570758000000002	0.8507936504761905
732	1.0	1.43349049	732	1.2220981847619048	0.8920634914285714
733	1.0	1.64664066	733	1.2044204547619048	0.9333333323809524
734	1.0	0.89669259	734	1.2520395023809523	0.9714285704761905
735	1.0	1.43349049	735	1.2315642752380953	0.98095238
736	1.0	1.64664066	736	1.209068509047619	0.98095238
737	1.0	1.43349049	737	1.2164693938095237	0.98095238
738	1.0	1.02904941	738	1.199818242857143	0.98095238
739	1.0	1.27807191	739	1.230724076190476	0.98095238
740	1.0	1.43349049	740	1.2849743014285715	0.9841269833333334
741	1.0	1.30015716	741	1.2858253961904762	0.9873015866666667
742	0.93333333	1.26547008	742	1.3383638442857144	0.9873015866666667
743	0.93333333	1.62876767	743	1.3383638442857144	0.9873015866666667
744	0.93333333	2.0	744	1.3050484995238096	0.9873015866666667
745	0.93333333	0.70416361	745	1.3232094195238093	0.9873015866666667
746	1.0	0.9610794	746	1.3158085347619046	0.9873015866666667
747	1.0	1.43349049	747	1.2720206176190476	0.9873015866666667
748	1.0	0.19376107	748	1.2656714114285714	0.9873015866666667
749	1.0	1.09441274	749	1.2775296257142859	0.9873015866666667
750	1.0	1.64664066	750	1.3119071538095237	0.9873015866666667
751	1.0	1.64664066	751	1.311907153809524	0.9873015866666667
752	1.0	2.0	752	1.3053929680952383	0.9873015866666667
753	1.0	1.43349049	753	1.3217399376190475	0.9841269838095238
754	1.0	0.94701842	754	1.2872788904761905	0.9841269838095238
755	1.0	1.27807191	755	1.2591039961904764	0.9841269838095238
756	1.0	1.27807191	756	1.2938338476190476	0.9873015871428572
757	1.0	0.7270944	757	1.3433062571428573	0.9873015871428572
758	1.0	1.30015716	758	1.3201409204761905	0.9873015871428572
759	1.0	1.27807191	759	1.3566798885714286	0.9873015871428572
760	1.0	2.0	760	1.3654255633333334	0.9873015871428572
761	1.0	1.43349049	761	1.3233645442857143	0.9873015871428572
762	1.0	1.16335926	762	1.3401911795238095	0.9873015871428572
763	0.86666667	1.60875644	763	1.3401911795238095	0.9873015871428572
764	0.93333333	0.90508568	764	1.3503411876190474	0.9873015871428572
765	0.93333333	1.40832722	765	1.3836565323809524	0.9873015871428572
766	1.0	1.43349049	766	1.3574195080952383	0.9873015871428572
767	1.0	2.0	767	1.364820392857143	0.9873015871428572
768	1.0	0.94701842	768	1.3921090957142859	0.9873015871428572
769	1.0	0.9610794	769	1.38559491	0.9873015871428572
770	1.0	1.27807191	770	1.380132402857143	0.9873015871428572
771	1.0	0.76335926	771	1.3531557595238095	0.9873015871428572
772	1.0	2.0	772	1.3531557595238095	0.9873015871428572
773	1.0	2.0	773	1.3929957947619047	0.9873015871428572
774	1.0	1.64664066	774	1.3783005909523809	0.9936507933333333
775	1.0	1.64664066	775	1.4136127328571428	0.9968253966666667
776	1.0	0.7270944	776	1.3955518847619048	1.0
777	1.0	1.43349049	777	1.422528528095238	0.9968253966666667
778	1.0	1.30015716	778	1.422528528095238	0.9936507933333333
779	1.0	1.16335926	779	1.4250514604761906	0.9523809519047619
780	1.0	1.16335926	780	1.47452387	0.9492063485714285
781	1.0	1.43349049	781	1.5089013980952382	0.9460317452380952
782	1.0	1.43349049	782	1.5677890523809523	0.9428571419047619
783	1.0	2.0	783	1.5677890523809523	0.9396825385714285
784	1.0	1.30015716	784	1.5677890523809523	0.9365079352380952
785	1.0	1.64664066	785	1.5846156876190474	0.9333333319047619
786	1.0	1.02904941	786	1.6014423228571428	0.9301587285714286
787	0.93333333	2.0	787	1.635080231904762	0.9301587285714286
788	0.93333333	2.0	788	1.6119148952380953	0.9301587285714286
789	0.13333333	1.0	789	1.6452407447619046	0.9301587285714286
790	0.93333333	2.0	790	1.6850807799999998	0.9301587285714286
791	0.93333333	2.0	791	1.724920815238095	0.9301587285714286
792	0.93333333	2.0	792	1.7518974585714286	0.9301587285714286
793	0.93333333	2.0	793	1.7788741019047616	0.9301587285714286
794	0.93333333	2.0	794	1.7620474666666666	0.9301587285714286
795	0.93333333	2.0	795	1.7953733161904761	0.9301587285714286
796	0.93333333	2.0	796	1.8121999514285714	0.9301587285714286
797	1.0	1.43349049	797	1.8584356938095237	0.9301587285714286
798	1.0	0.94701842	798	1.825109844285714	0.9333333319047619
799	1.0	2.0	799	1.825109844285714	0.9365079352380952
800	1.0	2.0	800	1.8727288919047618	0.9777777766666667
801	1.0	2.0	801	1.8559022566666665	0.98095238
802	1.0	2.0	802	1.8390756214285713	0.9841269833333334
803	1.0	2.0	803	1.8390756214285713	0.9873015866666667
804	1.0	1.64664066	804	1.8390756214285713	0.99047619
805	1.0	2.0	805	1.822248986190476	0.9936507933333333
806	1.0	2.0	806	1.805422350952381	0.9968253966666667
807	1.0	2.0	807	1.7655823157142858	1.0
808	1.0	1.30015716	808	1.749435756190476	1.0
809	1.0	2.0	809	1.772601092857143	1.0
810	1.0	2.0	810	1.772601092857143	1.0
811	1.0	1.64664066	811	1.738223564761905	0.9682539680952382
812	1.0	1.64664066	812	1.7213969295238096	0.9682539680952382
813	1.0	2.0	813	1.7213969295238096	0.9682539680952382
814	1.0	2.0	814	1.7045702942857144	0.9682539680952382
815	1.0	1.64664066	815	1.6662093804761906	0.9682539680952382
816	1.0	1.64664066	816	1.6493827452380954	0.9682539680952382
817	1.0	1.16335926	817	1.6493827452380954	0.9682539680952382
818	1.0	1.09441274	818	1.63255611	0.9682539680952382
819	1.0	1.43349049	819	1.6490553242857144	0.9682539680952382
820	1.0	2.0	820	1.6146777961904764	0.9682539680952382
821	0.33333333	1.27807191	821	1.6146777961904761	0.9682539680952382
822	1.0	1.64664066	822	1.6146777961904764	0.9682539680952382
823	1.0	2.0	823	1.6146777961904761	0.9682539680952382
824	1.0	1.64664066	824	1.5813519466666668	0.9682539680952382
825	1.0	0.84106147	825	1.5645253114285713	0.9682539680952382
826	1.0	1.64664066	826	1.5645253114285713	0.9682539680952382
827	1.0	2.0	827	1.5645253114285713	0.9682539680952382
828	1.0	1.64664066	828	1.5773887033333334	0.9682539680952382
829	1.0	1.64664066	829	1.603685270952381	0.9682539680952382
830	1.0	1.27807191	830	1.6306619142857142	0.9682539680952382
831	1.0	2.0	831	1.6306619142857142	0.9682539680952382
832	1.0	1.64664066	832	1.6482128071428572	1.0
833	1.0	1.64664066	833	1.6482128071428572	1.0
834	1.0	1.30015716	834	1.6482128071428572	1.0
835	1.0	1.64664066	835	1.6650394423809523	1.0
836	1.0	1.64664066	836	1.7202269914285713	1.0
837	1.0	1.64664066	837	1.7202269914285713	1.0
838	1.0	1.43349049	838	1.7202269914285713	1.0
839	1.0	1.64664066	839	1.689434579047619	0.9587301585714285
840	1.0	2.0	840	1.6586421666666666	0.917460317142857
841	1.0	2.0	841	1.6573246823809522	0.9142857138095237
842	1.0	1.64664066	842	1.6573246823809522	0.9111111104761904
843	1.0	1.64664066	843	1.6384563052380954	0.9079365071428571
844	1.0	2.0	844	1.6552829404761904	0.9047619038095237
845	1.0	2.0	845	1.656035530952381	0.8920634909523809
846	1.0	2.0	846	1.6728621661904761	0.8793650780952381
847	1.0	1.64664066	847	1.6375080747619049	0.8666666652380952
848	1.0	2.0	848	1.6131034423809525	0.8539682523809523
849	0.13333333	1.0	849	1.559803147142857	0.8412698395238094
850	0.13333333	1.0	850	1.5353985147619047	0.8285714266666666
851	0.93333333	1.25040474	851	1.5028252557142858	0.8158730138095238
852	0.93333333	2.0	852	1.4859986204761906	0.8158730138095238
853	0.93333333	1.25040474	853	1.4684477276190475	0.8158730138095238
854	0.93333333	2.0	854	1.4684477276190475	0.8158730138095238
855	0.73333333	1.31596156	855	1.4247193547619048	0.8158730138095238
856	0.73333333	2.0	856	1.4078927195238096	0.8158730138095238
857	0.73333333	0.90420474	857	1.3338636833333333	0.8158730138095238
858	0.73333333	1.13414338	858	1.3338636833333335	0.8158730138095238
859	0.73333333	0.31418429	859	1.287627940952381	0.8158730138095238
860	0.73333333	1.13414338	860	1.2921237857142858	0.8571428552380953
861	0.73333333	1.31596156	861	1.2718568714285714	0.8984126966666667
862	1.0	1.64664066	862	1.2644286809523808	0.9015873000000001
863	1.0	1.27807191	863	1.2374520376190477	0.9047619033333334
864	1.0	1.64664066	864	1.2461704066666666	0.9079365066666667
865	1.0	1.08170417	865	1.2128445571428572	0.91111111
866	1.0	1.64664066	866	1.205577780952381	0.9238095228571429
867	1.0	0.44539024	867	1.1887511457142859	0.9365079357142857
868	1.0	1.64664066	868	1.2409318723809524	0.9492063485714287
869	1.0	1.02904941	869	1.2488372904761906	0.9619047614285715
870	1.0	1.09441274	870	1.2684996766666667	0.9746031742857143
871	1.0	0.5743948	871	1.2929043090476189	0.9873015871428572
872	1.0	1.09441274	872	1.3086509328571427	1.0
873	1.0	1.43349049	873	1.2921517185714286	1.0
874	1.0	1.43349049	874	1.3097026114285715	1.0
875	1.0	1.30015716	875	1.3097026114285715	1.0
876	1.0	1.16335926	876	1.3534309842857142	1.0
877	1.0	1.64664066	877	1.33693177	1.0
878	1.0	2.0	878	1.4109608061904761	1.0
879	1.0	1.30015716	879	1.4109608061904761	1.0
880	1.0	0.7270944	880	1.4403699133333334	1.0
881	1.0	1.64664066	881	1.4834931161904763	1.0
882	1.0	1.64664066	882	1.49884063	1.0
883	1.0	1.30015716	883	1.5419638328571428	1.0
884	1.0	1.64664066	884	1.5689404761904762	1.0
885	1.0	1.64664066	885	1.5560770842857143	1.0
886	1.0	2.0	886	1.5725762985714287	1.0
887	1.0	1.30015716	887	1.5780388057142858	1.0
888	1.0	2.0	888	1.5357251538095238	1.0
889	1.0	1.64664066	889	1.5188985185714285	1.0
890	1.0	1.64664066	890	1.552224368095238	1.0
891	1.0	2.0	891	1.5960122852380951	1.0
892	1.0	0.89669259	892	1.5960122852380951	1.0
893	1.0	2.0	893	1.5960122852380951	1.0
894	1.0	2.0	894	1.6125114995238095	1.0
895	1.0	1.16335926	895	1.6125114995238095	1.0
896	1.0	1.64664066	896	1.579196154761905	1.0
897	1.0	1.27807191	897	1.5623695195238094	1.0
898	1.0	0.75805397	898	1.578868733809524	1.0
899	1.0	1.64664066	899	1.578868733809524	1.0
900	1.0	2.0	900	1.595695369047619	0.9968253966666667
901	1.0	1.64664066	901	1.5948442742857143	0.9936507933333333
902	1.0	1.64664066	902	1.5948442742857143	0.9936507933333333
903	1.0	1.64664066	903	1.6473827223809523	0.9936507933333333
904	1.0	1.64664066	904	1.6473827223809523	0.9936507933333333
